Date,City,Latitude,Longitude,Temperature (°C),Weather,Panel Type,Mount Type,Tilt (°),Panel Efficiency (%),Solar Irradiance (kWh/m²/day),Output Power (W),Estimated Daily Output (kWh)
2/8/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/9/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/10/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/11/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/12/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/13/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/14/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/15/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/16/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/17/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/18/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/19/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/20/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/21/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/22/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/23/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/24/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/25/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/26/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/27/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/28/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Rooftop,25,22,6.24,2.2,23.02
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Rooftop,25,18,6.24,1.8,23.02
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Rooftop,25,12,6.24,1.2,23.02
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Monocrystalline,Ground,15,22,5.89,2.07,21.77
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Polycrystalline,Ground,15,18,5.89,1.7,21.77
2/29/2024,Riyadh,24.7136,46.6753,20,scattered clouds,Thin-Film,Ground,15,12,5.89,1.13,21.77
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/1/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/2/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/3/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/4/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/5/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/6/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/7/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/8/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/9/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/10/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/11/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/12/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/13/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/14/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/15/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/16/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
3/17/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Ground,15,12,6.65,1.28,25.04
3/18/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Rooftop,25,22,6.78,2.39,25.51
3/18/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Rooftop,25,18,6.78,1.95,25.51
3/18/2024,Riyadh,24.7136,46.6753,25,sunny,Thin-Film,Rooftop,25,12,6.78,1.3,25.51
3/18/2024,Riyadh,24.7136,46.6753,25,sunny,Monocrystalline,Ground,15,22,6.65,2.34,25.04
3/18/2024,Riyadh,24.7136,46.6753,25,sunny,Polycrystalline,Ground,15,18,6.65,1.91,25.04
